MonthlyIncome,MonthlyRate,DailyRate,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,StockOptionLevel,JobSatisfaction,EnvironmentSatisfaction,JobLevel,TrainingTimesLastYear,YearsSinceLastPromotion,JobInvolvement,RelationshipSatisfaction,WorkLifeBalance,Education
2439,25878,164,4,2,1,1,0,1,1,1,3,0,3,1,3,3
2724,19855,948,14,2,0,1,0,2,2,1,0,0,3,4,1,3
2604,13196,169,0,0,0,0,0,0,0,1,1,0,3,2,3,2
10296,5508,539,15,15,7,7,1,2,1,2,5,3,2,1,3,1
2280,3425,473,3,1,0,0,0,3,2,1,4,0,3,3,3,3
5448,17660,742,9,2,1,0,0,1,1,2,3,0,3,1,1,2
8155,5795,1061,10,10,7,7,1,3,2,3,3,6,2,1,3,2
6318,19407,1098,8,5,3,4,0,2,0,2,0,0,3,1,1,2
8963,10867,287,12,8,6,6,1,0,2,2,2,2,3,3,3,2
2412,10396,1332,13,7,0,5,2,2,0,1,2,1,2,3,3,3
7371,24082,181,9,8,3,6,2,2,1,2,3,0,2,3,2,3
2319,3106,519,4,2,1,0,2,1,0,1,2,2,2,2,2,3
13882,23758,1042,24,20,4,9,0,1,2,4,2,12,1,3,1,3
2573,25536,146,4,4,0,3,0,1,2,1,0,3,3,4,3,3
2076,14479,446,1,1,0,0,0,0,1,1,2,0,1,3,3,3
8097,9144,1000,9,9,7,7,0,1,1,2,3,5,3,1,3,4
2120,23573,879,6,2,1,1,0,0,2,1,3,0,3,4,2,3
10023,22672,627,15,1,0,0,1,2,0,2,4,0,3,2,3,2
2474,26147,349,3,1,0,0,0,1,3,1,2,0,3,1,3,1
2368,11256,631,4,2,1,1,1,0,2,1,3,1,2,3,2,2
7123,19907,646,11,4,3,3,1,2,0,2,2,3,1,1,2,4
2539,14957,845,4,3,2,0,0,2,1,1,3,0,2,3,1,1
6733,12137,962,9,0,0,0,0,1,0,2,2,0,1,2,3,2
2377,20914,641,1,0,0,0,0,0,2,1,4,0,1,1,3,1
2909,19744,1051,13,1,0,0,1,2,2,1,0,0,3,3,1,3
2743,17811,983,9,6,6,0,0,2,1,1,1,1,1,2,2,4
4781,14378,1137,14,1,0,0,0,1,0,2,2,0,1,1,1,2
5766,9045,1416,11,2,2,2,1,0,0,2,2,1,1,2,2,4
4835,7858,660,9,1,0,0,1,1,0,2,3,0,2,2,2,3
5731,22460,714,7,5,4,3,1,2,0,2,2,1,1,4,2,2
2603,6677,938,1,1,1,1,1,1,1,1,3,1,2,2,2,3
2021,21860,652,13,4,3,0,0,0,2,1,3,0,2,2,1,3
2588,17508,953,6,4,4,0,0,3,1,1,1,0,1,2,2,3
14155,16469,770,21,10,6,3,0,0,2,3,1,6,2,2,3,3
4390,11014,1145,10,6,4,4,0,1,1,2,2,3,3,2,2,4
5051,7814,912,7,5,3,4,1,1,2,2,1,2,2,1,3,3
4707,17198,954,5,0,0,0,0,2,2,1,3,0,3,4,2,4
5793,19418,946,12,4,2,3,0,2,0,2,0,0,2,1,1,2
3047,17513,951,10,7,7,3,1,2,1,1,1,3,1,2,2,3
2226,9926,512,5,3,2,2,0,2,2,1,0,1,2,2,2,2
10110,5845,1169,14,2,2,2,0,0,0,3,2,2,3,1,2,3
9990,21690,691,14,12,11,0,0,0,2,3,2,6,2,2,3,2
6555,22948,407,9,6,3,2,0,0,1,2,4,0,1,3,2,3
17470,2480,1190,24,23,9,11,0,0,0,4,2,4,1,1,2,3
3415,17154,628,9,2,0,1,0,0,0,1,2,0,2,2,3,2
2445,14910,824,3,3,2,1,0,2,1,1,3,0,1,3,2,1
4461,10299,803,10,8,6,5,0,2,2,2,2,4,3,1,4,3
2317,14499,961,5,4,2,0,0,0,2,1,2,2,1,2,3,3
2411,3225,1234,6,3,2,2,0,0,0,1,1,0,3,2,1,3
5553,26792,409,5,5,3,2,0,2,1,1,1,0,2,3,3,3
3838,4654,1158,8,8,3,6,0,1,1,1,4,5,1,2,3,1
2445,6671,767,1,1,0,0,0,0,1,1,1,0,2,3,3,1
2798,23507,342,5,3,2,1,2,2,1,1,2,0,2,2,2,3
2159,9806,537,4,2,1,1,0,2,2,1,1,0,2,2,2,3
2351,14908,848,3,3,2,0,0,2,1,1,2,0,2,3,2,1
1201,10634,802,1,1,0,0,0,0,1,1,2,0,3,3,2,3
2678,19486,1334,1,1,0,0,0,1,0,1,1,0,2,1,2,3
6761,11328,1076,16,2,1,1,0,0,1,2,2,0,2,1,2,1
2429,14505,821,4,4,2,0,0,0,2,1,2,2,1,2,3,3
2046,26651,156,1,1,0,0,1,0,0,1,2,0,3,3,2,3
2244,19710,1072,5,4,1,3,0,1,1,1,1,0,2,3,2,3
4190,10157,895,8,4,3,3,0,0,0,1,2,0,3,1,4,2
11224,4249,643,14,14,8,9,0,0,1,2,3,8,2,3,2,3
2299,14837,782,3,3,2,0,0,2,1,1,2,0,2,3,2,1
2459,6468,838,1,1,0,0,1,0,1,1,2,0,2,3,2,2
4812,26146,1068,4,2,2,2,2,2,0,1,2,1,2,2,3,3
6248,6122,531,8,6,3,0,1,1,2,2,5,0,2,1,2,2
10397,5807,1138,14,2,2,2,0,0,0,2,2,2,2,2,2,3
1545,8140,765,1,1,0,0,0,2,2,1,3,1,1,2,3,1
9763,12086,746,27,10,8,9,0,0,1,3,0,4,2,3,2,3
3362,4441,1193,5,4,0,3,0,1,1,1,5,2,1,2,3,2
1732,7698,470,1,1,0,0,1,2,2,1,3,0,1,3,3,1
10196,11384,940,11,4,2,2,2,0,0,3,2,0,3,3,2,3
8461,21533,1027,10,8,7,6,0,0,1,3,2,6,2,3,2,3
2373,14791,918,7,3,2,1,0,1,0,1,3,0,2,3,3,2
1355,26817,1109,2,1,0,0,0,2,3,1,4,0,3,3,3,1
5440,22864,887,9,9,5,3,0,2,1,2,3,0,2,2,3,2
2329,10050,984,12,7,0,4,2,2,0,1,1,1,2,3,3,3
4990,22701,1026,9,8,3,1,1,2,2,2,2,1,2,1,2,2
10196,21971,638,15,7,6,0,0,0,1,3,3,3,2,2,3,3
2752,21750,536,4,2,1,1,0,1,2,1,3,0,3,3,2,4
4960,17748,751,11,7,1,6,0,1,2,2,3,6,2,1,2,3
12773,24269,1089,24,22,5,9,0,2,2,3,2,13,1,3,1,3
4311,22023,323,6,3,2,2,0,0,1,1,3,0,2,2,3,2
9671,5601,689,14,14,7,7,1,3,2,3,5,3,2,1,3,1
2634,4864,318,3,0,0,0,0,0,1,1,2,0,2,2,2,1
2563,14175,1388,5,4,2,2,1,1,0,1,2,0,3,4,3,3
3966,9363,1170,4,2,2,2,0,2,1,1,3,0,2,2,3,1
1623,26833,592,0,0,0,0,0,2,3,1,2,0,3,4,2,1
2607,18357,467,1,1,0,0,0,3,0,1,2,0,2,3,3,2
2384,19252,1232,1,1,0,0,1,1,0,1,0,0,2,3,2,2
9848,21530,809,13,11,10,1,0,0,2,3,2,6,2,3,2,3
2863,10708,1110,5,5,3,1,0,2,1,1,3,0,3,3,3,3
3881,16363,1087,5,2,2,1,0,1,2,1,3,1,3,3,2,2
2512,25538,172,3,2,2,2,0,1,0,1,2,1,2,1,2,2
7217,23988,341,13,7,3,6,2,2,1,2,3,1,3,2,2,2
2382,14648,1117,4,3,2,1,0,2,1,1,2,0,2,3,2,2
2456,8301,998,8,7,5,6,0,0,2,1,1,6,3,1,3,3
2583,16905,470,8,6,2,5,0,0,1,1,2,3,3,2,2,2
1996,18367,484,2,0,0,0,0,2,1,1,2,0,2,2,4,3
3117,6588,575,7,5,3,3,0,0,1,1,2,0,2,2,3,1
2798,14487,692,3,3,2,2,0,1,0,1,3,1,1,3,3,3
7142,22947,335,9,7,5,4,0,1,2,2,2,3,2,1,2,2
4710,7744,839,12,10,5,7,0,1,0,2,2,6,2,2,3,3
1972,8081,1260,1,1,1,1,0,0,1,1,2,1,3,3,3,3
9511,16597,388,11,7,3,1,0,1,2,3,2,3,2,3,2,4
2385,11365,765,3,1,0,0,0,0,2,1,4,0,2,3,2,2
6202,20712,261,11,6,6,6,0,2,0,2,2,6,1,1,2,4
2290,11599,310,10,6,3,2,0,2,0,1,2,2,3,2,3,2
4601,7813,791,15,14,8,9,0,1,0,2,2,9,2,2,3,3
10207,24945,1196,11,9,5,5,0,2,3,2,1,6,1,3,2,3
3984,15069,449,5,1,1,1,0,0,0,1,3,1,2,1,2,2
2401,14940,906,4,4,3,1,0,2,1,1,3,0,2,3,2,1
2321,14547,954,4,4,2,0,0,0,2,1,2,2,1,2,2,3
4083,22416,887,12,4,2,3,0,0,1,1,2,0,2,1,3,2
9347,9580,145,8,8,7,7,0,1,0,2,4,6,3,3,3,2
2650,11731,704,18,8,6,6,2,1,2,1,2,6,3,3,2,2
2029,26671,187,1,1,0,0,1,0,0,1,2,0,3,3,2,3
2461,26013,330,1,1,0,0,0,1,2,1,2,0,3,1,3,1
2807,10692,1158,9,7,2,3,0,2,1,1,3,0,3,3,3,4
9679,11664,497,25,9,8,8,0,0,2,2,0,4,2,4,2,3
1452,26974,950,1,1,0,0,0,0,3,1,3,1,3,2,2,2
2376,11883,586,3,1,1,0,0,1,3,1,3,0,1,3,2,2
4725,23126,675,5,3,2,2,1,2,2,2,0,2,2,3,2,3
1200,10864,626,1,1,0,0,0,0,2,1,2,0,3,3,3,2
2421,25723,109,4,3,2,2,0,1,1,1,2,1,3,1,3,3
4414,15150,412,6,2,1,1,0,0,0,1,2,1,1,1,2,2
3930,9200,1186,4,2,2,2,0,1,1,1,3,0,2,3,3,1
10956,23723,1416,8,3,1,3,0,2,2,2,0,3,3,4,3,1
4602,5106,369,5,2,2,1,2,0,0,1,3,1,3,2,3,4
10916,25619,1082,14,12,7,7,0,2,2,3,2,8,1,3,2,3
2403,10209,1175,15,8,0,5,2,2,0,1,1,1,2,3,3,3
5253,17769,1130,11,1,0,0,0,1,2,2,3,0,3,1,1,2
10454,2888,1226,22,19,6,6,1,0,1,3,1,3,2,3,3,1
3477,21213,470,5,1,1,1,0,2,1,1,2,1,3,3,1,3
9566,22651,626,11,2,1,1,0,1,0,3,2,1,3,1,2,3
1415,25172,393,0,0,0,0,0,1,2,1,2,0,3,2,3,3
4456,4305,510,7,6,2,5,1,1,2,1,2,5,3,1,1,3
19077,16296,1308,22,20,14,7,0,1,1,4,0,14,2,3,3,3
9398,17122,318,10,4,3,0,0,0,3,3,2,1,2,2,3,3
2479,15601,869,5,1,0,0,1,2,1,1,3,0,2,4,3,3
10652,15214,587,17,12,1,5,0,1,0,3,2,9,2,2,1,3
9987,11851,736,24,7,6,6,1,0,1,3,0,3,2,3,2,3
13293,24405,1190,19,14,5,8,0,2,1,3,2,10,2,3,2,1
1381,9434,334,1,1,0,0,0,2,1,1,3,0,2,2,2,3
2119,20332,888,4,0,0,0,0,0,0,1,2,0,1,1,1,1
2428,25861,247,4,4,1,3,0,1,3,1,2,3,3,2,3,2
10026,26019,532,8,2,2,2,0,1,1,2,2,1,1,3,2,4
1647,15812,529,3,1,0,0,0,1,0,1,2,0,1,2,3,3
4090,9760,836,4,2,2,2,0,2,1,1,3,0,2,1,3,1
3332,17144,640,9,2,0,1,0,0,0,1,2,0,2,2,3,2
4463,3237,798,13,12,6,7,0,2,0,1,3,3,2,1,2,3
9405,10291,1031,9,6,5,5,0,0,2,3,2,3,3,1,2,3
4139,4914,558,10,10,2,7,0,0,2,1,4,1,2,2,1,3
2255,3179,890,3,1,0,0,1,2,1,1,2,1,3,1,1,2
2028,25378,544,5,5,1,4,0,1,3,1,2,4,3,2,3,4
2189,14564,679,5,1,0,0,0,0,0,1,2,0,2,3,4,3
2550,25264,288,2,2,2,2,0,2,0,1,2,1,2,2,1,2
2235,3110,975,9,1,1,1,0,1,1,1,2,1,2,2,3,3
6758,11329,1080,16,2,1,1,0,0,1,2,2,0,2,1,2,1
5346,18926,755,20,1,0,0,0,2,0,2,2,0,2,3,2,2
2454,21165,555,5,3,2,2,0,0,1,1,4,0,1,1,4,1
4257,5384,330,6,4,1,3,1,0,1,2,4,0,3,3,2,4
2419,22145,800,7,4,3,3,0,2,2,1,2,0,2,3,1,3
2971,12998,133,1,1,0,0,0,0,0,1,2,0,2,2,3,3
7032,8844,1448,11,7,6,5,0,0,1,2,2,3,3,1,3,5
2744,4242,1223,2,0,0,0,0,2,2,1,4,0,2,2,2,3
2564,5350,295,8,0,0,0,0,0,2,1,2,0,2,3,2,2
5441,21245,631,10,9,7,6,0,3,0,2,3,2,3,3,2,2
1418,25215,277,0,0,0,0,0,1,2,1,2,0,3,2,3,3
4249,22043,329,6,4,2,2,0,0,1,1,3,0,2,1,3,2
7908,18485,605,7,4,1,2,0,0,0,2,2,0,2,1,3,3
2625,11679,682,17,8,6,6,2,1,2,1,2,6,3,3,2,2
4757,17281,970,5,0,0,0,0,2,3,2,3,0,3,3,2,3
2367,18825,1398,5,3,1,2,1,2,1,1,1,0,2,1,2,3
7567,23200,300,9,8,6,7,0,3,1,3,1,5,3,1,2,1
2842,21451,472,12,8,6,6,0,0,0,1,2,1,3,1,3,2
5484,21840,760,7,4,3,3,1,3,0,2,2,1,1,3,2,2
5821,22572,699,8,6,5,4,0,2,0,2,2,0,1,4,2,2
10687,16107,457,23,10,3,2,1,0,2,3,3,1,2,2,3,3
2501,15608,900,5,1,0,0,1,2,1,1,3,0,2,4,3,3
2674,20487,868,5,1,1,1,0,1,2,1,2,1,3,3,3,2
2384,7450,274,6,5,4,3,1,0,0,1,2,0,2,3,1,3
7321,11185,421,10,10,7,9,0,0,2,2,2,2,1,1,1,1
5088,4562,779,7,5,3,3,1,1,0,1,2,2,3,1,2,3
4566,24786,601,4,2,2,1,0,2,0,2,2,2,1,2,3,2
2400,19005,1033,1,1,0,0,2,1,1,1,1,0,2,3,2,2
2316,14497,961,5,4,2,0,0,0,2,1,2,2,1,2,3,3
2372,17192,746,2,1,1,1,0,2,2,1,2,0,3,2,2,3
